Date,Time,Name,Open,High,Low,Close,Volume
2024-10-26,11:12:39,AAPL,569.72,572.72,565.14,571.92,3538
2024-10-26,11:12:40,AAPL,502.32,505.04,500.72,504.54,2766
2024-10-26,11:12:41,AAPL,596.19,596.86,591.22,594.69,2605
2024-10-26,11:12:44,AAPL,503.59,506.03,501.13,505.08,9194
2024-10-26,11:12:47,AAPL,532.79,534.53,530.8,531.94,3058
2024-10-26,11:12:49,AAPL,524.33,528.62,519.58,524.74,3595
2024-10-26,11:12:53,AAPL,578.0,581.93,576.29,579.32,7301
2024-10-26,11:12:57,AAPL,504.78,507.76,502.64,506.72,5956
2024-10-26,11:13:00,AAPL,521.05,523.52,518.5,519.59,1062
2024-10-26,11:13:03,AAPL,595.26,599.15,594.56,595.3,8488
2024-10-26,11:13:06,AAPL,559.38,560.25,557.39,557.97,9448
2024-10-26,11:13:08,AAPL,500.86,502.64,498.12,502.12,2563
2024-10-26,11:13:10,AAPL,509.56,510.93,508.78,508.97,7817
2024-10-26,11:13:11,AAPL,549.84,554.1,549.23,551.53,4472
2024-10-26,11:13:12,AAPL,537.27,540.74,534.3,535.54,4484
2024-10-26,11:13:15,AAPL,570.28,573.79,565.78,566.73,8396
2024-10-26,11:13:16,AAPL,542.64,544.85,539.97,543.52,5306
2024-10-26,11:13:19,AAPL,573.48,574.58,569.6,570.32,7840
2024-10-26,11:13:21,AAPL,558.02,562.32,555.64,558.35,3560
2024-10-26,11:13:24,AAPL,537.51,539.2,533.76,535.74,2324
2024-10-26,11:13:26,AAPL,583.59,587.8,581.34,583.2,4134
2024-10-26,11:13:29,AAPL,586.01,588.35,583.78,585.57,9155
2024-10-26,11:13:31,AAPL,509.1,510.71,508.34,509.43,7880
2024-10-26,11:13:33,AAPL,516.72,519.97,513.37,514.56,6112
2024-10-26,11:13:35,AAPL,585.89,587.05,581.15,583.86,3315
2024-10-26,11:13:36,AAPL,551.51,552.37,550.11,552.23,9847
2024-10-26,11:13:38,AAPL,556.39,561.07,554.66,559.36,6943
2024-10-26,11:13:39,AAPL,570.58,574.83,566.38,571.44,9560
2024-10-26,11:13:43,AAPL,555.82,560.71,552.93,560.45,6235
2024-10-26,11:13:43,AAPL,580.71,583.47,575.95,579.39,3582
2024-10-26,11:13:44,AAPL,574.43,579.27,573.02,574.76,1907
2024-10-26,11:13:44,AAPL,527.76,529.1,523.21,527.11,4638
2024-10-26,11:13:46,AAPL,570.69,571.37,567.89,570.78,5698
2024-10-26,11:13:49,AAPL,593.04,597.2,589.14,594.31,7260
2024-10-26,11:13:51,AAPL,570.64,571.36,567.19,568.24,5923
2024-10-26,11:13:54,AAPL,574.6,576.37,569.64,575.61,1833
2024-10-26,11:13:55,AAPL,580.83,584.25,579.65,580.06,3707
2024-10-26,11:13:56,AAPL,577.48,578.49,576.96,577.02,1294
2024-10-26,11:14:00,AAPL,505.45,509.71,502.28,505.22,4771
2024-10-26,11:14:02,AAPL,516.49,517.57,514.62,517.56,9735
2024-10-26,11:14:03,AAPL,553.92,558.08,551.44,552.07,9662
2024-10-26,11:14:06,AAPL,556.12,559.05,551.28,557.78,1112
2024-10-26,11:14:08,AAPL,511.88,516.2,507.41,514.35,4521
2024-10-26,11:14:12,AAPL,511.54,513.5,506.81,508.68,1019
2024-10-26,11:14:13,AAPL,529.46,533.79,526.92,529.37,5509
2024-10-26,11:14:16,AAPL,539.13,543.27,537.16,541.56,8195
2024-10-26,11:14:18,AAPL,552.81,555.19,549.85,555.06,8648
2024-10-26,11:14:20,AAPL,567.43,569.04,563.59,566.35,2629
2024-10-26,11:14:20,AAPL,552.21,557.01,550.15,550.6,6642
2024-10-26,11:14:21,AAPL,566.57,569.99,565.48,569.01,3513
2024-10-26,11:14:24,AAPL,546.74,549.43,544.6,546.49,7315
2024-10-26,11:14:25,AAPL,581.84,582.72,578.12,580.32,6831
2024-10-26,11:14:27,AAPL,578.22,582.72,576.65,577.01,6701
2024-10-26,11:14:31,AAPL,598.29,601.01,593.96,598.8,3456
2024-10-26,11:14:34,AAPL,532.32,537.14,529.19,535.07,2040
2024-10-26,11:14:35,AAPL,570.24,573.28,566.41,570.29,6267
2024-10-26,11:14:38,AAPL,570.63,572.08,566.16,571.37,2041
2024-10-26,11:14:38,AAPL,515.43,520.35,513.78,515.57,8925
2024-10-26,11:14:42,AAPL,508.43,513.31,504.82,505.05,3153
2024-10-26,11:14:44,AAPL,597.87,601.42,595.1,599.9,5240
2024-10-26,11:14:47,AAPL,568.65,572.98,563.94,569.97,7241
2024-10-26,11:14:48,AAPL,584.66,588.32,583.91,584.42,9643
2024-10-26,11:14:49,AAPL,553.48,555.43,550.5,552.67,7552
2024-10-26,11:14:52,AAPL,571.73,574.15,570.99,571.84,7296
2024-10-26,11:14:54,AAPL,532.64,537.12,529.24,532.14,9748
2024-10-26,11:14:58,AAPL,505.54,508.54,503.77,503.91,2610
2024-10-26,11:15:01,AAPL,529.13,533.66,527.27,532.73,8391
2024-10-26,11:15:02,AAPL,573.48,576.51,571.08,571.63,6049
2024-10-26,11:15:04,AAPL,556.41,561.24,555.78,559.42,9397
2024-10-26,11:15:05,AAPL,587.98,589.34,585.63,587.76,3629
2024-10-26,11:15:09,AAPL,584.63,586.48,582.82,583.28,1889
2024-10-26,11:15:10,AAPL,567.28,568.61,563.18,565.89,6089
2024-10-26,11:15:11,AAPL,526.54,527.9,523.85,527.28,2266
2024-10-26,11:15:14,AAPL,564.2,567.91,559.23,566.01,9678
2024-10-26,11:15:16,AAPL,591.57,595.15,587.01,593.22,3801
2024-10-26,11:15:19,AAPL,563.48,564.24,559.31,562.11,6575
2024-10-26,11:15:20,AAPL,550.3,552.84,547.39,549.23,9250
2024-10-26,11:15:22,AAPL,508.87,512.53,507.36,507.79,7983
2024-10-26,11:15:24,AAPL,586.09,588.94,583.62,585.34,3395
2024-10-26,11:15:25,AAPL,570.89,572.61,570.09,570.6,9573
2024-10-26,11:15:28,AAPL,572.7,574.55,568.39,574.45,1934
2024-10-26,11:15:32,AAPL,536.29,537.6,533.96,536.44,8296
2024-10-26,11:15:33,AAPL,518.53,521.57,517.12,520.75,9442
2024-10-26,11:15:34,AAPL,582.19,585.48,581.03,582.5,9645
2024-10-26,11:15:36,AAPL,588.34,590.46,584.6,587.49,9444
2024-10-26,11:15:37,AAPL,550.7,555.08,546.36,548.39,3219
2024-10-26,11:15:37,AAPL,553.86,556.75,552.78,556.36,3923
2024-10-26,11:15:40,AAPL,572.88,576.24,571.3,571.34,4096
2024-10-26,11:15:44,AAPL,507.36,509.4,502.93,503.16,5655
2024-10-26,11:15:45,AAPL,502.06,506.76,499.38,501.42,8782
2024-10-26,11:15:45,AAPL,582.63,586.37,582.12,582.85,7857
2024-10-26,11:15:48,AAPL,584.9,586.57,582.15,586.02,2492
2024-10-26,11:15:49,AAPL,547.22,549.8,544.23,546.45,3870
2024-10-26,11:15:53,AAPL,562.61,565.8,561.0,563.72,3446
2024-10-26,11:15:54,AAPL,578.63,579.15,574.54,576.37,3707
2024-10-26,11:15:55,AAPL,597.99,600.35,594.91,595.24,8811
2024-10-26,11:15:58,AAPL,546.73,550.82,543.54,546.02,1996
2024-10-26,11:16:00,AAPL,503.7,508.04,501.26,507.57,9201
2024-10-26,11:16:02,AAPL,590.44,595.2,585.9,586.15,4755
2024-10-26,11:16:04,AAPL,513.27,514.66,509.02,511.81,1314
2024-10-26,11:16:06,AAPL,524.59,527.24,521.84,525.12,5536
2024-10-26,11:16:06,AAPL,511.65,513.99,510.91,513.31,4639
2024-10-26,11:16:10,AAPL,594.14,597.79,591.92,593.96,5502
2024-10-26,11:16:13,AAPL,528.98,529.6,527.08,528.89,2712
2024-10-26,11:16:14,AAPL,542.29,546.71,539.84,540.56,5906
2024-10-26,11:16:15,AAPL,595.39,598.95,594.75,598.21,5839
2024-10-26,11:16:16,AAPL,552.62,556.14,548.67,553.87,7001
2024-10-26,11:16:16,AAPL,545.77,546.94,540.85,546.15,2437
2024-10-26,11:16:18,AAPL,507.08,509.08,503.82,505.34,5866
2024-10-26,11:16:20,AAPL,580.71,585.63,576.43,577.65,5174
2024-10-26,11:16:23,AAPL,541.08,544.6,536.22,542.0,4505
2024-10-26,11:16:27,AAPL,588.59,590.95,586.5,589.5,4550
2024-10-26,11:16:30,AAPL,519.35,523.8,516.43,523.3,1237
2024-10-26,11:16:34,AAPL,527.51,529.61,523.38,528.18,7810
2024-10-26,11:16:35,AAPL,592.77,593.27,590.69,593.18,3027
2024-10-26,11:16:36,AAPL,553.34,557.52,549.91,553.27,1025
2024-10-26,11:16:39,AAPL,506.49,511.43,505.43,505.97,1286
2024-10-26,11:16:43,AAPL,596.3,599.59,594.81,596.25,2969
2024-10-26,11:16:45,AAPL,549.06,551.6,546.57,548.3,7819
2024-10-26,11:16:45,AAPL,588.9,593.35,584.0,589.75,1836
2024-10-26,11:16:45,AAPL,577.03,579.75,572.75,578.14,8582
2024-10-26,11:16:48,AAPL,537.49,540.75,536.11,536.29,6565
2024-10-26,11:16:49,AAPL,516.9,518.79,514.4,516.59,7953
2024-10-26,11:16:51,AAPL,534.01,537.0,530.0,534.14,9586
2024-10-26,11:16:54,AAPL,546.84,550.25,545.08,545.47,5434
2024-10-26,11:16:54,AAPL,572.43,577.43,571.04,573.75,5253
2024-10-26,11:16:55,AAPL,565.96,567.79,563.37,563.45,2565
2024-10-26,11:16:55,AAPL,594.47,596.47,593.47,596.21,1058
2024-10-26,11:16:59,AAPL,540.47,541.99,537.14,539.91,6119
2024-10-26,11:17:00,AAPL,585.91,590.16,583.43,583.5,4204
2024-10-26,11:17:02,AAPL,594.74,599.49,591.61,594.67,2099
2024-10-26,11:17:04,AAPL,582.56,586.55,580.79,585.12,8802
2024-10-26,11:17:08,AAPL,571.7,575.88,570.66,570.66,9647
2024-10-26,11:17:11,AAPL,596.3,599.64,592.83,595.5,4153
2024-10-26,11:17:13,AAPL,559.11,561.79,556.13,557.42,7883
2024-10-26,11:17:16,AAPL,502.41,503.86,501.13,503.45,7698
2024-10-26,11:17:18,AAPL,585.11,587.13,580.45,585.63,3454
2024-10-26,11:17:22,AAPL,550.7,555.25,548.4,553.0,1909
2024-10-26,11:17:25,AAPL,523.13,524.0,521.54,523.67,5189
2024-10-26,11:17:26,AAPL,528.41,530.92,525.28,530.35,2649
2024-10-26,11:17:27,AAPL,581.24,583.92,580.27,583.47,5664
2024-10-26,11:17:31,AAPL,598.89,599.76,598.1,599.35,7404
2024-10-26,11:17:31,AAPL,547.28,548.52,545.05,548.17,1580
2024-10-26,11:17:34,AAPL,571.7,576.56,568.58,576.26,7968
2024-10-26,11:17:35,AAPL,580.53,584.72,576.11,580.02,3222
2024-10-26,11:17:38,AAPL,582.03,584.67,580.74,582.76,7835
2024-10-26,11:17:39,AAPL,548.9,551.77,544.76,549.97,8146
2024-10-26,11:17:43,AAPL,532.19,534.58,528.63,529.12,3170
2024-10-26,11:17:45,AAPL,543.72,545.52,540.68,543.94,1093
2024-10-26,11:17:46,AAPL,503.54,505.39,502.02,504.83,7940
2024-10-26,11:17:47,AAPL,557.85,558.96,555.37,556.0,8853
2024-10-26,11:17:50,AAPL,519.08,521.85,517.16,521.5,2503
2024-10-26,11:17:53,AAPL,555.3,559.31,553.57,557.22,5049
2024-10-26,11:17:55,AAPL,588.78,593.03,585.69,585.99,2653
2024-10-26,11:17:57,AAPL,594.85,598.25,590.81,592.21,1611
2024-10-26,11:17:58,AAPL,528.05,532.14,524.7,524.85,1294
2024-10-26,11:18:01,AAPL,556.82,559.32,555.2,557.81,9297
2024-10-26,11:18:01,AAPL,552.78,554.08,551.25,552.87,4316
2024-10-26,11:18:05,AAPL,531.46,536.31,529.95,535.36,1002
2024-10-26,11:18:06,AAPL,531.92,535.93,528.74,532.97,6667
2024-10-26,11:18:07,AAPL,501.31,501.92,499.83,501.62,1930
2024-10-26,11:18:11,AAPL,551.29,553.67,550.76,550.87,7501
2024-10-26,11:18:14,AAPL,569.75,572.52,567.84,571.64,7248
2024-10-26,11:18:16,AAPL,591.59,595.59,589.73,591.49,8843
2024-10-26,11:18:20,AAPL,575.42,579.99,572.25,577.91,7777
2024-10-26,11:18:21,AAPL,512.16,516.64,509.6,511.46,8230
2024-10-26,11:18:22,AAPL,535.62,538.98,534.73,535.46,9388
2024-10-26,11:18:24,AAPL,559.72,562.39,555.33,559.53,6925
2024-10-26,11:18:25,AAPL,595.53,598.29,594.2,598.19,8395
2024-10-26,11:18:27,AAPL,573.12,576.25,572.26,575.34,7889
2024-10-26,11:18:29,AAPL,520.48,521.44,519.83,521.38,8396
2024-10-26,11:18:30,AAPL,549.91,550.58,546.27,547.08,4995
2024-10-26,11:18:30,AAPL,536.11,539.13,534.31,538.98,1308
2024-10-26,11:18:33,AAPL,569.58,570.97,566.86,567.88,8850
2024-10-26,11:18:34,AAPL,513.91,518.76,509.23,510.18,2838
2024-10-26,11:18:35,AAPL,586.6,588.99,583.25,584.6,7058
2024-10-26,11:18:35,AAPL,545.06,546.04,541.99,545.32,3748
2024-10-26,11:18:37,AAPL,564.27,565.87,563.23,565.87,6174
2024-10-26,11:18:37,AAPL,536.97,540.35,532.22,539.18,2560
2024-10-26,11:18:40,AAPL,550.51,555.27,549.32,554.95,5219
2024-10-26,11:18:44,AAPL,550.09,553.52,546.25,552.57,4554
2024-10-26,11:18:45,AAPL,539.85,542.7,535.82,541.69,7209
2024-10-26,11:18:48,AAPL,593.59,594.29,589.58,593.78,1341
2024-10-26,11:18:49,AAPL,587.13,589.71,585.73,588.3,5972
2024-10-26,11:18:49,AAPL,526.78,528.28,524.94,525.82,6196
2024-10-26,11:18:52,AAPL,579.03,583.65,574.48,582.11,2559
2024-10-26,11:18:53,AAPL,568.78,570.16,567.63,569.86,4710
2024-10-26,11:18:54,AAPL,538.41,540.43,536.78,537.49,8819
2024-10-26,11:18:57,AAPL,571.71,573.51,571.03,572.66,1633
2024-10-26,11:19:00,AAPL,514.59,515.12,513.72,514.1,9767
2024-10-26,11:19:03,AAPL,538.23,539.73,533.6,534.28,8339
2024-10-26,11:19:06,AAPL,506.61,508.54,502.67,507.7,2290
2024-10-26,11:19:08,AAPL,553.63,554.63,548.72,549.15,4710
2024-10-26,11:19:11,AAPL,501.66,505.45,498.46,499.94,7607
2024-10-26,11:19:13,AAPL,527.08,530.54,522.86,528.69,2813
2024-10-26,11:19:16,AAPL,552.44,556.4,547.83,552.99,9512
2024-10-26,11:19:19,AAPL,598.47,600.1,597.84,598.29,6160
2024-10-26,11:19:23,AAPL,520.09,524.27,515.49,516.48,6237
2024-10-26,11:19:25,AAPL,513.68,516.24,510.94,511.89,4806
2024-10-26,11:19:29,AAPL,512.49,514.17,508.05,512.69,3751
2024-10-26,11:19:29,AAPL,573.01,576.34,570.23,573.31,6817
2024-10-26,11:19:30,AAPL,556.68,558.72,555.26,555.97,7981
2024-10-26,11:19:31,AAPL,508.92,513.65,504.98,509.15,1451
2024-10-26,11:19:35,AAPL,586.15,589.98,581.47,582.04,5482
2024-10-26,11:19:36,AAPL,554.61,556.47,552.24,555.67,8699
2024-10-26,11:19:36,AAPL,594.6,595.89,590.85,591.78,9239
2024-10-26,11:19:38,AAPL,591.23,593.95,587.42,587.53,9566
2024-10-26,11:19:39,AAPL,557.76,561.23,552.98,559.32,4265
2024-10-26,11:19:39,AAPL,547.89,549.6,544.8,547.59,5365
2024-10-26,11:19:41,AAPL,581.09,582.6,577.95,582.48,7187
2024-10-26,11:19:41,AAPL,534.01,538.12,532.27,537.65,7430
2024-10-26,11:19:45,AAPL,539.0,542.48,536.96,539.13,2809
2024-10-26,11:19:46,AAPL,558.96,563.54,555.02,556.18,7911
2024-10-26,11:19:49,AAPL,597.58,600.53,594.38,599.3,4890
2024-10-26,11:19:52,AAPL,577.98,580.41,575.18,580.37,6035
2024-10-26,11:19:54,AAPL,517.43,519.35,516.26,516.99,2336
2024-10-26,11:19:58,AAPL,501.14,504.02,499.48,499.7,6079
2024-10-26,11:20:01,AAPL,578.22,581.21,574.24,577.2,7061
2024-10-26,11:20:02,AAPL,517.33,520.23,516.24,519.05,1892
2024-10-26,11:20:04,AAPL,548.26,550.09,544.18,550.01,2031
2024-10-26,11:20:08,AAPL,542.96,546.72,538.29,546.42,1482
2024-10-26,11:20:12,AAPL,558.31,559.14,555.21,558.7,2110
2024-10-26,11:20:14,AAPL,575.06,579.08,574.17,576.55,4950
2024-10-26,11:20:15,AAPL,595.11,596.58,590.78,594.22,6340
2024-10-26,11:20:18,AAPL,531.16,535.86,530.11,532.66,8698
2024-10-26,11:20:21,AAPL,569.45,570.87,568.5,568.66,8457
2024-10-26,11:20:24,AAPL,538.39,539.02,533.42,536.61,6931
2024-10-26,11:20:24,AAPL,546.06,546.61,543.88,544.39,3380
2024-10-26,11:20:25,AAPL,510.98,513.09,507.26,507.69,9662
2024-10-26,11:20:27,AAPL,591.75,596.21,587.44,590.7,6573
2024-10-26,11:20:27,AAPL,586.54,588.37,584.56,587.06,7362
2024-10-26,11:20:31,AAPL,597.69,600.05,594.66,597.07,7402
2024-10-26,11:20:32,AAPL,532.48,534.95,528.66,533.22,5433
2024-10-26,11:20:35,AAPL,589.81,590.4,588.41,589.67,4929
2024-10-26,11:20:37,AAPL,502.2,505.61,497.22,504.08,5657
2024-10-26,11:20:38,AAPL,566.43,569.52,561.76,569.26,9503
2024-10-26,11:20:38,AAPL,516.86,520.23,515.61,519.21,4728
2024-10-26,11:20:38,AAPL,555.89,560.01,553.11,553.91,2497
2024-10-26,11:20:41,AAPL,506.13,507.98,501.65,506.4,6245
2024-10-26,11:20:44,AAPL,590.52,592.56,588.58,590.29,7577
2024-10-26,11:20:47,AAPL,573.64,574.8,570.44,572.2,8752
2024-10-26,11:20:50,AAPL,532.53,537.05,530.48,533.95,7290
2024-10-26,11:20:52,AAPL,515.02,516.19,512.51,513.39,8124
2024-10-26,11:20:56,AAPL,570.27,573.73,567.91,569.35,2235
2024-10-26,11:20:56,AAPL,574.21,578.81,572.7,577.01,9094
2024-10-26,11:20:59,AAPL,597.4,601.32,595.79,600.81,3879
2024-10-26,11:21:02,AAPL,536.61,539.37,535.81,538.34,8845
2024-10-26,11:21:03,AAPL,555.65,556.42,552.52,555.66,7709
2024-10-26,11:21:04,AAPL,507.71,512.11,503.74,506.07,8065
2024-10-26,11:21:08,AAPL,565.81,569.09,564.48,564.6,6587
2024-10-26,11:21:10,AAPL,517.49,521.45,515.22,517.23,1169
2024-10-26,11:21:11,AAPL,569.02,569.75,568.16,569.34,7939
2024-10-26,11:21:13,AAPL,565.81,567.53,562.54,564.12,2211
2024-10-26,11:21:15,AAPL,578.73,580.03,575.94,577.07,6144
2024-10-26,11:21:16,AAPL,521.12,521.91,518.61,518.84,5990
2024-10-26,11:21:19,AAPL,597.02,600.9,592.68,594.45,2808
2024-10-26,11:21:20,AAPL,528.37,529.87,523.66,526.52,8268
2024-10-26,11:21:20,AAPL,567.52,569.29,563.23,563.31,2871
2024-10-26,11:21:23,AAPL,552.27,555.74,551.09,551.97,1800
2024-10-26,11:21:25,AAPL,555.81,559.78,551.31,553.84,2017
2024-10-26,11:21:29,AAPL,526.92,530.31,524.53,528.1,1969
2024-10-26,11:21:33,AAPL,556.17,558.07,552.66,555.46,9007
2024-10-26,11:21:34,AAPL,511.62,512.92,508.41,509.25,5119
2024-10-26,11:21:36,AAPL,500.99,505.89,499.89,503.14,9000
2024-10-26,11:21:37,AAPL,545.23,546.61,544.33,545.29,6087
2024-10-26,11:21:39,AAPL,571.11,573.41,570.61,570.83,8627
2024-10-26,11:21:42,AAPL,554.76,558.18,550.97,553.08,1096
2024-10-26,11:21:43,AAPL,506.65,508.22,502.26,507.25,4782
2024-10-26,11:21:46,AAPL,527.49,529.48,524.79,528.96,2217
2024-10-26,11:21:47,AAPL,525.65,528.33,525.02,528.32,3452
2024-10-26,11:21:49,AAPL,506.07,508.31,504.55,507.39,8105
2024-10-26,11:21:50,AAPL,574.13,575.93,573.33,573.51,8741
2024-10-26,11:21:54,AAPL,510.52,514.06,507.05,513.35,7579
2024-10-26,11:21:56,AAPL,522.73,526.12,518.92,522.53,7809
2024-10-26,11:21:56,AAPL,527.4,532.22,524.35,524.72,2691
2024-10-26,11:21:59,AAPL,540.35,542.33,536.47,542.09,6764
2024-10-26,11:22:01,AAPL,520.71,522.97,516.88,518.23,5996
2024-10-26,11:22:02,AAPL,514.74,519.59,511.28,513.02,5528
2024-10-26,11:22:05,AAPL,515.82,518.55,513.39,516.38,7439
2024-10-26,11:22:08,AAPL,508.39,511.87,504.48,505.55,5254
2024-10-26,11:22:12,AAPL,514.96,519.5,514.2,515.2,9178
2024-10-26,11:22:14,AAPL,582.79,584.12,582.01,582.23,9616
2024-10-26,11:22:17,AAPL,502.1,504.8,500.39,500.51,4800
2024-10-26,11:22:19,AAPL,594.54,598.26,590.0,594.04,3299
2024-10-26,11:22:22,AAPL,562.96,565.43,560.34,562.21,7190
2024-10-26,11:22:25,AAPL,581.03,582.97,579.37,581.01,6222
2024-10-26,11:22:28,AAPL,557.23,562.23,553.18,555.87,8111
2024-10-26,11:22:29,AAPL,574.54,579.05,573.66,577.71,7604
2024-10-26,11:22:32,AAPL,566.44,571.1,561.68,565.66,1197
2024-10-26,11:22:34,AAPL,521.69,522.88,518.67,520.24,4832
2024-10-26,11:22:37,AAPL,589.71,590.81,588.22,590.79,4591
2024-10-26,11:22:40,AAPL,524.31,526.79,520.89,523.99,1752
2024-10-26,11:22:41,AAPL,588.35,590.11,585.36,588.05,3997
2024-10-26,11:22:43,AAPL,572.63,576.1,568.44,569.98,2300
2024-10-26,11:22:47,AAPL,502.1,505.65,497.87,501.43,8253
2024-10-26,11:22:48,AAPL,547.88,550.54,545.57,548.81,6022
2024-10-26,11:22:50,AAPL,577.46,579.56,574.73,576.16,9661
2024-10-26,11:22:52,AAPL,543.24,547.99,541.35,547.73,9387
2024-10-26,11:22:53,AAPL,570.79,575.33,570.25,572.42,4297
2024-10-26,11:22:54,AAPL,537.51,540.31,532.6,536.78,5042
2024-10-26,11:22:57,AAPL,556.63,559.25,553.11,557.13,3995
2024-10-26,11:22:57,AAPL,510.77,515.48,505.99,508.37,7507
2024-10-26,11:22:59,AAPL,585.34,587.56,582.96,585.63,5530
2024-10-26,11:22:59,AAPL,552.41,554.29,548.36,551.43,5547
2024-10-26,11:22:59,AAPL,558.68,562.9,558.13,561.98,2744
2024-10-26,11:23:03,AAPL,502.66,505.25,498.04,504.33,7486
2024-10-26,11:23:04,AAPL,543.33,543.87,539.6,542.83,9360
2024-10-26,11:23:05,AAPL,589.27,590.63,585.77,589.12,2774
2024-10-26,11:23:07,AAPL,523.41,526.17,518.98,522.24,7873
2024-10-26,11:23:09,AAPL,545.85,547.95,542.09,544.33,5192
2024-10-26,11:23:13,AAPL,510.74,512.74,508.76,509.86,9457
2024-10-26,11:23:16,AAPL,530.95,535.17,530.45,535.13,9877
2024-10-26,11:23:16,AAPL,510.47,514.42,508.57,513.08,1486
2024-10-26,11:23:18,AAPL,525.24,529.43,523.05,524.81,7261
2024-10-26,11:23:20,AAPL,540.5,544.09,538.78,539.44,1197
2024-10-26,11:23:23,AAPL,556.92,561.73,555.4,560.84,1581
2024-10-26,11:23:25,AAPL,561.12,565.5,559.82,561.81,3962
2024-10-26,11:23:27,AAPL,509.27,509.79,507.05,507.09,5518
2024-10-26,11:23:30,AAPL,558.15,558.82,554.18,555.86,7973
2024-10-26,11:23:32,AAPL,524.11,527.01,519.76,523.22,8606
2024-10-26,11:23:34,AAPL,593.94,598.16,592.04,597.56,7593
2024-10-26,11:23:37,AAPL,532.87,537.06,531.39,534.05,9244
2024-10-26,11:23:39,AAPL,551.02,553.36,548.0,549.08,3881
2024-10-26,11:23:42,AAPL,545.57,546.22,540.89,541.07,5450
2024-10-26,11:23:46,AAPL,533.88,538.48,531.03,535.13,3507
2024-10-26,11:23:47,AAPL,595.49,597.9,593.74,595.86,1197
2024-10-26,11:23:49,AAPL,586.71,588.09,581.79,583.41,7706
2024-10-26,11:23:51,AAPL,534.62,535.72,530.96,534.31,3657
2024-10-26,11:23:53,AAPL,548.09,549.86,546.29,546.57,3498
2024-10-26,11:23:56,AAPL,561.68,564.87,557.55,560.31,5712
2024-10-26,11:23:58,AAPL,593.84,598.7,590.09,595.3,3053
2024-10-26,11:23:58,AAPL,587.02,589.88,584.6,589.44,7066
2024-10-26,11:23:59,AAPL,567.93,570.39,563.98,564.15,5133
2024-10-26,11:24:00,AAPL,549.66,554.63,549.07,550.28,7830
2024-10-26,11:24:02,AAPL,571.14,575.83,568.83,573.23,4446
2024-10-26,11:24:04,AAPL,538.97,540.27,534.62,538.16,7412
2024-10-26,11:24:07,AAPL,525.96,526.55,524.65,525.89,6671
2024-10-26,11:24:08,AAPL,503.37,508.1,498.44,500.69,5222
2024-10-26,11:24:10,AAPL,549.2,549.84,545.74,545.83,7861
2024-10-26,11:24:13,AAPL,504.58,507.73,501.61,502.87,7835
2024-10-26,11:24:15,AAPL,500.1,500.65,498.02,499.44,6122
2024-10-26,11:24:17,AAPL,555.57,559.14,552.32,555.11,9117
2024-10-26,11:24:17,AAPL,517.97,518.94,515.72,518.29,3644
2024-10-26,11:24:20,AAPL,505.41,507.52,504.37,507.3,6879
2024-10-26,11:24:23,AAPL,522.45,525.36,519.98,521.75,3524
2024-10-26,11:24:26,AAPL,595.3,596.82,593.38,593.58,5624
2024-10-26,11:24:27,AAPL,571.09,575.88,566.75,574.68,3743
2024-10-26,11:24:30,AAPL,592.95,596.67,589.97,592.98,5282
2024-10-26,11:24:33,AAPL,567.35,569.15,562.95,565.91,5337
2024-10-26,11:24:34,AAPL,565.79,566.81,561.02,564.39,4787
2024-10-26,11:24:35,AAPL,530.75,534.91,525.98,531.0,3943
2024-10-26,11:24:37,AAPL,559.82,561.75,555.94,557.52,1024
2024-10-26,11:24:37,AAPL,512.46,514.91,508.62,513.46,2238
2024-10-26,11:24:40,AAPL,547.4,552.38,546.75,551.76,6127
2024-10-26,11:24:41,AAPL,571.68,574.73,567.4,567.85,2478
2024-10-26,11:24:44,AAPL,548.75,552.72,544.39,552.62,1259
2024-10-26,11:24:47,AAPL,565.44,567.19,561.11,563.21,1064
2024-10-26,11:24:51,AAPL,571.28,572.63,569.35,571.8,1650
2024-10-26,11:24:51,AAPL,597.28,601.59,596.06,597.09,3594
2024-10-26,11:24:55,AAPL,532.93,534.66,531.29,534.15,7970
2024-10-26,11:24:59,AAPL,538.56,542.54,537.76,538.82,7487
2024-10-26,11:25:02,AAPL,524.82,527.73,522.25,526.27,5162
2024-10-26,11:25:05,AAPL,540.2,544.72,535.43,537.46,7185
2024-10-26,11:25:08,AAPL,575.69,580.2,571.07,578.26,3334
2024-10-26,11:25:11,AAPL,584.39,587.54,583.02,587.0,5040
2024-10-26,11:25:12,AAPL,562.83,565.19,562.03,563.1,5538
2024-10-26,11:25:12,AAPL,513.92,515.17,512.12,513.36,6708
2024-10-26,11:25:14,AAPL,563.94,564.65,563.36,564.22,7581
2024-10-26,11:25:15,AAPL,571.51,572.69,567.89,569.16,6674
2024-10-26,11:25:17,AAPL,564.76,565.32,560.56,560.64,9091
2024-10-26,11:25:21,AAPL,512.02,516.82,511.11,512.17,2867
2024-10-26,11:25:21,AAPL,506.77,508.61,504.8,508.0,1930
2024-10-26,11:25:24,AAPL,592.36,596.8,590.75,596.19,1297
2024-10-26,11:25:25,AAPL,561.38,565.46,560.67,561.28,7155
2024-10-26,11:25:27,AAPL,536.76,539.43,535.59,536.67,4163
2024-10-26,11:25:28,AAPL,562.79,565.17,561.37,563.39,1274
2024-10-26,11:25:32,AAPL,584.71,588.45,580.43,587.44,7631
